Config,Gain,Vcc,Vout,RC,RE,RG
CG,67.83964332,8.593951098,7.002125536,312.4708532,250.7131579,12645.4131
CC,72.4981354,18.15637222,3.272604493,354.8749186,654.1006526,2598.714906
CC,64.61297193,5.768559987,3.025849192,374.2361249,894.5702299,210.2735422
CE,39.14458203,6.296250233,9.444774982,-3148.524749,-80.45821927,9016.014679
CE,25.10397996,8.240096657,17.1471721,-8907.075438,-354.8323035,9581.112078
CE,65.35565198,18.68894735,2.835862501,15853.08485,242.5413944,9495.669084
CC,23.81930713,7.265924575,11.69703134,144.6299938,372.8014467,12361.69397
CE,60.11341172,7.582733276,3.260100764,4322.632513,71.88295513,8982.051818
CC,78.69026584,7.464734648,1.689881658,685.5040513,336.8987989,8560.635892
CG,35.21582289,6.216934542,13.1797276,993.064842,216.3729913,5140.561362
CC,112.9174892,6.507524944,7.084300031,466.1229661,401.2749294,2926.010001
CE,41.45765984,11.65760081,9.837541509,1820.059296,43.87664093,9361.895596
CC,34.03434434,7.038846935,10.53343811,319.1733749,870.2391753,20246.5514
CG,32.31127814,14.95540194,1.53246754,712.5770397,571.3552363,18486.38812
CC,91.44710303,7.829704506,5.815030383,284.3026103,678.834217,17462.20282
CG,40.53590328,10.52594617,12.04062962,804.9378926,593.6124328,8892.724003
CC,75.95436206,11.5466467,13.3686795,322.6728717,231.3003184,9848.385064
CE,90.53538937,10.85778507,16.54949674,-5691.711663,-62.89225779,9413.224946
CE,31.15974387,13.27855603,15.4353621,-2156.806065,-69.24270842,9524.98051
CC,44.95817198,16.67556706,10.65924988,170.6858121,118.2292945,20621.61013
CC,21.49514655,6.65446754,18.3975039,665.0472177,17.46165556,6809.526361
CG,98.3209156,7.886692101,15.56578177,641.2792275,106.8509318,16272.60701
CE,67.9969408,13.14561852,2.056138189,11089.48033,163.0629302,9343.459626
CC,24.80276071,11.89497999,3.260772686,152.3694181,628.8959231,9767.580551
CE,45.4881115,7.063003387,11.67732859,-4614.325199,-101.4652455,9152.577563
CC,46.11965653,8.577460949,10.11308264,832.5879198,767.7817107,7326.45998
CC,43.39134858,16.18983502,7.903772311,487.6025469,893.808904,1851.411313
CE,44.44978582,13.18852268,7.564751527,5623.771152,126.4946457,9373.322801
CC,62.17036056,17.65953983,17.19896899,658.8197996,619.7364585,19349.20658
CC,55.28687123,13.1913004,14.14047081,459.0750128,233.1906478,17285.22116
CE,38.1281524,9.669510433,2.032441617,7637.068816,200.2749971,9068.954935
CC,60.4461576,17.89598531,15.40031475,191.6123486,37.97826462,351.5583744
CG,-0.691146615,9.763228923,2.579187253,315.5458307,519.42876,17562.05954
CC,36.95257924,5.84953924,16.0300467,251.8080998,306.42213,17462.46083
CE,56.76272453,19.53138277,6.614826221,12916.55655,227.5284985,9525.108637
CG,79.01302805,15.28811101,13.5586361,942.7221686,848.7413297,10228.45454
CC,86.75105682,15.69213832,2.321779444,331.4839001,163.046908,6329.682135
CG,32.35590973,6.799902218,5.826016432,970.2965304,591.8667534,13259.5566
CG,69.4504173,19.51777112,4.1454878,877.1832346,613.1938801,14911.00997
CC,31.4285709,6.044104131,18.17459009,760.5095403,800.4362554,19945.7938
CE,54.62462876,12.78256624,7.897252217,4885.314025,89.40927417,9382.43287
CE,37.95408166,7.028778011,16.73384957,-9705.07156,-255.7306089,9367.927981
CC,30.12107247,14.84312137,16.79639366,517.717964,461.3500621,368.5985784
CC,76.99411205,18.74829843,1.971973157,708.5196748,11.31256456,14564.13597
CC,25.1090314,16.11487018,6.094204494,260.6292537,783.3793456,17806.14298
CE,32.04693044,16.12335301,14.63534499,1488.008026,46.40715451,9537.064559
CC,39.23863343,8.109900032,17.72596051,900.5672217,786.9764319,8706.295592
CG,38.56895031,14.2861016,11.36699222,869.1590397,342.5951448,9081.490819
CC,76.77807576,12.08314766,6.990560271,435.0839762,501.5936654,12867.9809
CC,47.81373464,8.560792041,12.45934309,368.4011954,616.4241827,4391.222865
CC,33.23287945,11.72668101,7.080829823,372.4133842,562.5356746,1566.970676
CC,56.46430652,6.022640944,7.989683919,799.9529506,223.9677336,16438.71528
CG,44.34819079,15.18984409,17.43268852,197.0963039,261.6766208,18269.77702
CG,118.6447334,8.129892536,12.8584253,512.060157,690.2960198,13452.73967
CE,52.33501071,12.66018138,13.27088355,-610.7021763,-11.69409432,9456.32224
CC,46.46853229,5.691348346,1.385608021,214.8602145,191.6194672,9516.701234
CE,77.41634845,5.587714334,11.35172856,-5764.014227,-74.4797417,8880.543598
CE,19.22546044,6.819118986,13.72311524,-6903.996252,-359.1319391,9500.128885
CE,36.68374021,12.65468396,1.153193918,11501.49005,313.506008,9199.10603
CE,52.12119064,8.24643689,8.277330141,-30.89325089,-0.617719593,9151.897614
CE,42.72776674,14.74363694,5.077983706,9665.653232,226.1898006,9371.803711
CG,-8.604857428,12.55678891,1.552319394,289.6720755,519.3600617,5348.835508
CG,112.8636615,12.22789607,1.351162477,873.6485352,495.5435272,17037.4782
CE,87.99263484,10.54008734,10.59753285,-57.44550797,-0.677844503,9336.511992
CE,55.64441547,6.928632064,12.6075149,-5678.882841,-102.0816537,9137.032619
CG,70.33749002,13.34493274,16.93445144,895.4610811,663.1429931,14549.70374
CE,54.41763186,5.085646136,4.019851873,1065.794263,19.56045836,8585.11497
CC,53.41023391,5.965492433,12.84021402,919.848117,482.9867523,17936.84796
CE,46.49115847,5.552747115,2.110012776,3442.73434,74.02637779,8606.04785
CG,64.87181552,13.16990699,5.460063465,832.6730274,638.4129175,16294.11794
CE,42.66512455,11.4955369,14.87151697,-3375.980073,-79.15239289,9459.922914
CE,52.93422543,10.08105554,14.4524747,-4371.419157,-82.60709357,9387.571169
CG,82.3007254,14.71364658,4.947049921,125.7436607,831.2297919,10697.13579
CE,9.986307937,8.369891813,16.25580133,-7885.909519,-789.697176,10107.16647
CG,-4.216794774,7.560352079,17.139904,974.9027909,978.0850542,5779.775308
CG,72.03782456,9.371462609,7.464776193,375.6898439,202.241562,14380.47341
CC,42.0202899,14.75366379,13.23504333,593.3214075,695.1152966,12299.44288
CE,32.29863707,15.69136156,18.09844391,-2407.082351,-74.5508181,9601.405411
CC,2.192641727,17.72920254,16.33951154,331.3867902,162.3838687,15886.54244
CC,68.52363997,8.743589169,3.601257848,207.5777619,93.24511673,14681.8936
CG,40.95112544,7.558601151,17.01467278,179.789944,529.950334,8132.782104
CG,65.51181314,12.42049424,1.433660466,985.8744424,148.4031376,8848.200567
CE,46.7007182,5.568014697,2.185503467,3382.51123,72.40453342,8612.782876
CG,6.199150042,10.77198028,15.72554215,933.9917227,165.8755477,10371.66241
CC,57.66981222,15.81753269,2.163748695,160.3618365,470.593465,9734.231052
CG,45.08465892,17.10926304,3.176280551,859.1802483,403.8143012,8374.190858
CE,34.09710474,11.48154597,13.69284517,-2211.299199,-64.87799018,9446.832324
CC,97.68204303,15.46604607,4.944513191,809.6949788,36.95927584,6473.108363
CG,105.5948662,5.626449117,15.36028925,732.9892846,533.2990889,9506.039289
CE,-5.889455708,6.705611335,15.92442909,-9218.817759,-1565.333955,11290.46244
CC,41.83601356,17.68097147,1.319160843,422.5930767,752.2651549,20834.06686
CG,42.96079746,8.829478191,8.837123326,458.4310156,10.81689467,13526.10217
CC,102.5970718,9.971346709,9.508455415,106.4899417,910.9644986,18316.77292
CG,82.48410156,14.47854803,4.071377194,383.0105702,877.6517732,17205.59475
CE,74.85885817,11.97168099,1.414224514,10557.45647,141.0064922,9297.503422
CC,45.32794009,8.863402595,8.053906291,908.3944872,461.8764886,11237.81788
CG,64.01392511,18.4373259,4.244651711,579.778196,503.8188655,14959.53029
CC,62.72647027,11.39268827,7.485115016,147.2552448,204.2702018,5916.206992
CG,62.18981571,13.79537485,18.03087747,166.1601873,517.9418515,19316.1939
CE,-22.11063855,18.43465626,10.02312447,8411.531792,380.4041664,9413.927685
CC,55.93433246,19.70524597,16.66437871,692.6818774,256.3195252,2427.484005
CG,83.51352339,7.041245711,16.66662698,769.5265083,852.2410966,4060.492958
CE,18.30685936,17.45080339,16.18745413,1263.349258,68.98461178,9559.341427
CE,82.17167532,12.8883655,12.60568136,282.6841435,3.415165268,9454.224692
CC,42.25807869,15.6092492,17.16438925,230.5200878,43.73626923,5400.201706
CE,66.5041283,5.68100696,11.29893497,-5617.928015,-84.49987635,8916.565095
CG,64.35303057,15.13934504,9.401351219,212.6067695,199.2357411,16314.16348
CC,24.45040025,17.76865064,5.427343554,873.5811967,913.3304122,12496.06128
CG,47.03572565,13.60827579,9.048577615,912.9848077,953.5755286,3144.792093
CG,49.21173831,9.935191506,4.681187314,587.3700486,705.6878017,11133.38966
CG,78.25571754,18.83314266,3.861140574,369.9599929,724.7247854,6657.267715
CE,16.34615224,10.67019468,3.587764287,7082.430397,433.2531376,8937.926466
CC,95.29596901,17.57354067,8.303841065,295.4459951,442.5769858,2629.353409
CE,83.31819066,9.231031446,12.05110822,-2820.076775,-33.87207173,9278.38191
CE,87.8875474,16.00198647,2.428097981,13573.88849,154.4210949,9466.053107
CC,-2.223443843,10.96874932,17.05620569,112.0830281,73.17729871,9201.850751
CE,47.13392757,10.70582602,10.57449905,131.3269714,2.761251393,9343.571201
CG,66.82627913,5.440600352,4.572028284,281.901927,200.7193741,15024.1958
CC,23.92512994,19.47520162,9.073828332,438.2939584,433.3208383,2024.828654
CC,22.59017363,17.81397296,2.414646382,918.6353553,464.5313569,8761.163775
CC,37.31145162,14.65162176,8.427467034,935.2893066,107.5184254,8931.01992
CG,87.11168747,13.42779921,4.088984737,408.8496251,657.3426241,2713.58667
CE,39.50914348,15.44063154,9.205010347,6235.621193,157.8022937,9444.45129
CE,55.48228811,14.43034388,4.795060891,9635.282992,173.6391245,9394.581909
CE,15.79772284,14.20830992,9.802553998,4405.755922,278.8605056,9311.064785
CG,79.49871141,14.09166354,7.79052818,194.0673041,355.7763551,2664.229533
CE,83.3898635,19.93463532,6.443632909,13491.00241,161.757282,9567.708529
CC,16.97856975,10.71395325,5.976722825,919.5014362,718.1450146,2117.39305
CG,70.93988464,14.57844254,16.70703186,996.4662751,331.1897786,16095.88234
CC,9.074816898,12.74311521,4.525641616,214.9692035,280.4231413,10265.50478
CE,17.42835123,10.56981537,9.333600323,1236.215046,70.90626763,9270.653043
CC,59.45639961,19.6087176,5.193848679,511.3948495,130.2606727,16244.08598
CE,43.74404659,11.12995924,8.965223758,2164.735483,49.46140219,9326.627002
CE,66.74728444,5.775740053,4.392567905,1383.172148,20.69752317,8752.198824
CG,48.00593218,18.62015953,13.02565713,629.0844537,969.5403741,16082.11277
CE,73.91252255,9.206709444,6.757796771,2448.912673,33.10758145,9203.724647
CC,65.40218222,14.49116846,5.074863879,549.2207667,251.464287,14549.93615
CE,51.64039528,8.533816113,3.644371582,4889.444531,94.65755431,9068.813361
CC,23.73236258,10.21870903,2.219314767,152.3844162,384.6760534,19179.21549
CC,25.1663687,12.29717824,1.993241155,577.4244284,27.07353667,11714.38708
CC,48.67797938,9.803090148,10.87433385,746.2595234,201.5252877,386.2799623
CE,53.12321743,8.978428124,4.470050478,4508.377647,84.84142687,9125.858763
CE,22.12102412,8.338139602,16.16279412,-7824.654521,-353.7452654,9584.733824
CG,104.258514,11.48005333,17.68158815,583.1897415,467.4164764,133.1709724
CC,69.80902935,12.87788625,8.592577974,136.9748948,984.1615794,15405.26569
CG,39.28489907,19.51646828,4.344415552,770.1486829,478.5098385,10080.8844
CE,88.59419435,15.2156736,4.105649472,11110.02413,125.3785234,9457.547168
CC,19.14438574,9.199943594,11.39439488,156.5197869,29.7904146,16859.52036
CE,57.4747986,8.780000065,17.31928026,-8539.280196,-148.5993387,9371.981028
CG,70.26632908,6.541539632,12.62785148,513.0639793,489.5429567,15070.77412
CE,28.60579631,16.29179965,2.457100589,13834.69906,483.6077194,9273.494798
CE,11.81224252,18.83950422,10.56830377,8271.200457,700.1977089,9256.775713
CE,55.95485937,7.881430629,17.1069187,-9225.488072,-164.8987603,9321.060776
CG,-29.82797531,9.942488571,10.32784178,901.1120896,800.2564411,10947.60726
CG,40.19628746,7.211288687,7.534129492,957.7323547,477.5391632,21118.02493
CG,79.44687064,12.52370285,1.834941793,684.4994079,369.0701381,609.8641248
CE,20.13664521,13.91866677,8.330118752,5588.548022,277.5062353,9297.701244
CE,83.25647365,19.84167604,16.93172855,2909.947487,34.92660627,9629.604573
CG,48.01037072,11.06497556,15.91673065,897.2803305,966.307431,11681.26681
CC,35.38438062,17.71522187,1.549873974,776.734375,656.2012513,1012.907699
CG,29.99247287,18.82064814,9.276030216,779.1393937,210.7716722,21317.78868
CE,107.3253453,6.533525818,2.893271581,3640.254237,33.8929364,8876.727579
CE,106.2427341,14.29248073,16.60334039,-2310.859658,-21.77575479,9525.467791
CG,48.55795368,5.436797366,10.60429852,740.9155413,167.2286004,18739.72987
CG,45.20256389,18.47676394,7.911083951,132.4829696,555.7989359,21826.24488
CG,100.6409691,7.435900814,4.52577106,933.608826,557.7850977,9936.674325
CE,122.498786,9.082681878,17.85612023,-8773.438351,-71.64561469,9308.184087
CC,108.0602092,6.802894797,4.455752978,802.5130909,857.3973885,1609.542719
CC,39.07624743,5.282619916,4.386401797,610.0901893,332.2709628,17407.18376
CC,64.58504829,13.90335958,16.05784912,202.9751923,126.3687607,11418.70126
CG,74.57733927,16.89332373,1.480013602,297.5040824,729.3700196,19238.02524
CG,30.55787986,9.865307001,13.4406641,992.8097503,200.9670316,5196.396511
CC,30.99356067,16.35354123,1.879464641,402.8645449,893.6561672,13745.93255
CG,18.60376567,17.19968184,12.35821161,408.6526863,642.8027668,2473.164782
CG,82.80216755,17.12610642,17.95723839,600.5119365,762.9501521,16110.15386
CC,49.37970597,16.93648455,8.315654343,371.9879345,297.6410187,739.211412
CE,38.95725346,9.397682485,5.637782913,3759.899572,96.48846638,9152.462889
CE,69.0259541,16.39787163,14.96215919,1435.712436,20.77460292,9560.446246
CG,17.47522934,13.77361867,11.12318423,637.3442607,826.9618816,3113.196703
CC,25.77888433,9.85683284,9.415443978,682.7454202,743.5598738,19292.38091
CG,33.95866206,10.58874306,1.997590973,186.1514962,361.4042821,5339.950578
CC,49.6779581,6.701186573,15.291314,140.4772604,928.9952228,17681.09501
CC,60.80288194,15.36602561,10.39968982,183.1768138,967.16708,12197.7159
CE,79.74061603,11.60775309,2.561728373,9046.02472,113.4181256,9299.245841
CE,107.4516467,12.45998214,17.87284328,-5412.86114,-50.39985517,9478.650822
CG,28.22640377,16.87549146,5.087749744,468.0591347,119.4323662,20696.15647
CE,59.0325957,15.2891092,2.418972735,12870.13646,217.9924582,9399.577538
CE,56.80924493,16.24954849,3.856777567,12392.77092,218.1220804,9434.986098
CC,62.04720646,10.74075214,3.935811055,322.2715751,87.18618821,12863.47029
CE,45.31473899,19.33519402,3.26567936,16069.51466,354.5950422,9454.572299
CC,37.77542932,18.6925916,6.121019256,267.7729762,899.6211593,17959.27498
CC,52.58171472,11.29265903,11.91138467,270.2428138,450.5356815,2658.883058
CC,82.52440488,16.29247566,13.95674748,178.7362624,27.76246865,12525.76007
CG,79.1375415,19.17176295,6.657660295,332.8283059,114.9392787,11775.04927
CE,39.8876856,6.063764791,4.692061709,1371.703082,34.36413693,8788.930372
CG,97.6943128,19.08295763,16.52349266,719.9007244,400.9701929,11230.10138
CG,51.14227324,17.50528143,12.46185088,434.0018961,895.2947646,14170.38553
CG,110.0238587,17.39689804,12.63511591,554.4275199,277.2881683,13979.34243
CG,44.44822668,5.621486147,1.097500403,951.9584704,990.5204205,7692.594295
CE,23.10283476,10.8878066,14.79082308,-3903.016484,-168.9660207,9512.267255
CG,33.46813052,14.99868618,4.782438832,266.8568198,19.47866925,18289.79038
CG,35.8569842,7.797281482,7.357221341,839.6163953,192.0464481,13319.51536
CC,68.4969359,6.481073329,9.329590373,881.7139154,138.3944429,2767.026703
CE,84.36647543,14.99195429,11.2447649,3747.189391,44.39062092,9503.473259
CG,64.99123749,17.7686343,7.262300906,459.1139017,964.9018957,10259.78128
CC,80.62226365,5.713928555,6.133127117,335.9572112,703.0387274,9090.464495
CE,28.79459742,15.48849714,3.134971077,12353.52607,428.9973574,9271.073658
CG,62.72292813,15.79500651,4.799275279,103.0212265,537.7409446,15198.27321
CG,16.58766442,10.75343185,10.95933262,797.5284252,945.9838992,19073.47131
CG,103.99895,7.638460863,2.145734099,459.9099497,839.4616968,6747.671672
CE,26.69881922,10.38104414,8.392007774,1989.036364,74.47403863,9253.953621
CE,74.3737822,13.34221491,11.83895923,1503.255674,20.18717195,9460.219179
CG,62.44995057,10.70726527,8.503658453,690.0020742,869.5590964,9253.773354
CE,42.44104754,17.08628671,2.056762291,15029.52442,354.1020842,9383.071289
CC,34.02116864,7.599058926,15.2107868,379.8326171,385.7760405,21283.70204
CC,78.10258466,14.57431187,18.12743151,987.212458,771.2231708,6388.922806
CG,42.77764676,19.18612231,6.017101455,297.3178857,627.2543919,6623.818131
CG,32.53403187,14.03427315,16.81700944,604.4478989,981.927662,7104.704084
CC,53.82202719,12.90208541,8.948215664,666.1205395,192.9034373,9570.005284
CE,54.84791844,12.97579008,4.517388227,8458.401857,154.1905491,9341.704402
CE,99.50142044,16.23475604,3.493495075,12741.26096,128.026046,9489.967053
CC,56.87676568,10.3948303,4.755531694,842.8136872,421.2691806,11837.45392
CC,41.50150083,18.05190796,13.17655217,710.2725049,64.08040584,20187.74769
CG,28.26861946,18.33492687,10.77957371,577.8423494,885.5009238,17503.73506
CC,15.80394899,11.52767932,3.072097726,465.7129619,968.7517141,6213.640342
CE,36.20861295,17.79382083,11.17430931,6619.511524,182.7909376,9503.877809
CE,86.06698192,16.69102498,5.245516085,11445.50889,132.958737,9500.954113
CE,37.62308725,13.69958327,6.272276556,7427.306714,197.3885367,9344.951946
CG,67.22096394,18.75401978,4.0120282,582.9264365,373.5901791,1068.45487
CG,43.94013966,17.54990551,2.829469606,695.0161021,785.6257984,18531.61039
CE,66.78058809,16.24986048,3.012530418,13237.33007,198.1962263,9447.259115
CC,46.23513196,18.59828352,8.797194827,972.1842899,269.8424331,12252.36827
CE,79.77996028,9.124044589,2.867333421,6256.711167,78.39959617,9146.870022
CE,89.04346603,14.993473,9.91774533,5075.72767,56.97780881,9495.128441
CC,47.08388576,10.49398481,10.73629134,761.6992077,967.8570003,14367.86756
CG,61.9328738,14.5901302,11.55828656,547.1890958,828.8214117,21534.14692
CG,55.94803883,9.386061265,15.17204072,623.359549,685.1603364,16201.60433
CE,1.436985342,7.027039516,5.397981489,1629.058027,1133.638635,7390.595811
CC,101.2230476,18.55308535,1.279864982,656.2275778,876.5968512,20046.407
